query_id	labels	specificity
64686	3978 17	0.000259
64687	25515 25475	8.09e-05
64688	6474 2968	5.84e-05
64689	35	0.0368312
64690	17216 6959	0.000161
64691	2006	0.0054106
64692	580	0.004175
64693	3518 48	3.73e-05
64694	2157 89	0.0002943
64695	3904	0.002476
64696	1134 20	0.0002942
64697	2	0.0581971
64698	2761 1849	0.0002005
64699	42743	0.0001191
64700	1024	0.0033261
64701	115394	7.9e-06
64702	11766 3039	0.0001247
64703	1985 1155	0.0002674
64704	2	0.0581971
64705	26	0.0073
64706	11424	0.0005561
64707	44306	9.2e-06
64708	2	0.0581971
64709	8469 9	0.0001123
64710	2040	0.0021805
64711	3415 89	0.0006096
64712	345	0.034881
64713	8800 1775	2.9e-05
64714	38	0.0296922
64715	1027	0.0048896
64716	8	0.137973
64717	70840 8653	3.09e-05
64718	16	0.0909268
64719	6124	0.0005253
64720	515	0.0058954
64721	13010 2435	0.000154
64722	2982	0.0037873
64723	1154 558	0.0002235
64724	7609 9	6.79e-05
64725	7966 1391	2.62e-05
64726	38	0.0296922
64727	2923 490	0.0003108
64728	7052	0.0016153
64729	59679	2.12e-05
64730	753	0.0037139
64731	71837	1.56e-05
64732	4653 14	0.0003097
64733	28	0.0705726
64734	630 492	0.0003062
64735	26	0.0073
64736	29	0.191599
64737	91	0.0236403
64738	7	0.133382
64739	95	0.0110695
64740	13995	0.0007476
64741	1540	0.0050845
64742	6518 8	0.0001082
64743	6	0.12844
64744	100	0.0508944
64745	1985	0.0055809
64746	589	0.0021762
64747	3606 17	0.0003285
64748	75126 1558	8.1e-06
64749	28	0.0705726
64750	1268	0.00545
64751	6193	0.001711
64752	6464 89	0.0004973
64753	8	0.137973
64754	1027 7	0.0005953
64755	107	0.0105398
64756	56721	1.35e-05
64757	1141 38	0.0024155
64758	12713	0.0002529
64759	9322 23	0.0004688
64760	1953	0.0002618
64761	115394	7.9e-06
64762	3	0.0948589
64763	95	0.0110695
64764	17	0.0991156
64765	4	0.113336
64766	741 91	0.0014487
64767	89	0.170741
64768	20720 9	7.04e-05
64769	1985 637	0.0003781
64770	100	0.0508944
64771	9732	0.0015177
64772	7248 7214	0.0001459
64773	95	0.0110695
64774	142	0.0086892
64775	3119 23	0.0010363
64776	1	0.0266844
64777	5896 14	0.0001649
64778	1987 492	0.0002123
64779	60365	1.39e-05
64780	336	0.0145691
64781	17	0.0991156
64782	22445 21771	3.42e-05
64783	17	0.0991156
64784	25480 24799	0.0001244
64785	4487 89	0.0003035
64786	11246 3	0.0005006
64787	80513	1.08e-05
64788	12569 7035	7.2e-06
64789	27719 98	9.92e-05
64790	6653 7	0.0003135
64791	146593	1.28e-05
64792	20869 89	0.0001846
64793	3572 89	0.0012828
64794	26	0.0073
64795	3677	0.0031056
64796	5537 1122	0.0008229
64797	40	0.0081678
64798	8	0.137973
64799	348	0.006714
64800	8230 8	0.0006159
64801	8	0.137973
64802	20118 29	0.0001399
64803	99423 25205	3.1e-05
64804	13310 6274	1.74e-05
64805	21093 23	0.0002271
64806	22069 1310	3.06e-05
64807	106	0.0203896
64808	38	0.0296922
64809	28	0.0705726
64810	95	0.0110695
64811	29	0.191599
64812	1085	0.0043584
64813	12	0.0648527
64814	90	0.0180512
64815	14389 3731	2.48e-05
64816	6983 6970	9.24e-05
64817	87994	1.05e-05
64818	7263 1225	3.74e-05
64819	28	0.0705726
64820	14396 5243	6.94e-05
64821	4	0.113336
64822	1985 23	0.0017968
64823	4738	0.0011248
64824	1337 23	0.0014793
64825	95	0.0110695
64826	1363	0.0039114
64827	122950 8633	3.28e-05
64828	8648 8613	0.0008139
64829	46145	1.61e-05
64830	15057 15	4.32e-05
64831	106170	1.18e-05
64832	91	0.0236403
64833	142	0.0086892
64834	44418 3311	4.53e-05
64835	13076	1.53e-05
64836	93	0.0154208
64837	5893 348	0.0001198
64838	35	0.0368312
64839	1	0.0266844
64840	106	0.0203896
64841	9116 5516	0.0001118
64842	2257 1337	2.05e-05
64843	8314	0.0004901
64844	6266 904	0.0001762
64845	11795 9	0.0001313
64846	95	0.0110695
64847	19	0.0869037
64848	8627 4057	3.46e-05
64849	5660 657	1.99e-05
64850	86583	1.17e-05
64851	6881 29	9.32e-05
64852	16111 4616	0.0002073
64853	24	0.0499079
64854	142	0.0086892
64855	21307 1154	1.62e-05
64856	19	0.0869037
64857	38	0.0296922
64858	30	0.003524
64859	7902 337	0.0014755
64860	1155 29	0.0009383
64861	26359 933	0.0003125
64862	91	0.0236403
64863	142	0.0086892
64864	4	0.113336
64865	6448 8	0.0001069
64866	1068	8.94e-05
64867	346	0.0037554
64868	21504	0.0003604
64869	2591 23	0.0008431
64870	91	0.0236403
64871	1629	0.0047872
64872	348	0.006714
64873	44285 23	4.21e-05
64874	2006	0.0054106
64875	3539	0.0011924
64876	15315	0.0001913
64877	5532	0.0018414
64878	0	0.0097939
64879	4917	1.14e-05
64880	54336	6.74e-05
64881	2	0.0581971
64882	8	0.137973
64883	559 28	0.0002603
64884	13400 23	0.0003221
64885	1549	0.0020061
64886	35	0.0368312
64887	4258 23	0.0003531
64888	35	0.0368312
64889	4177 1615	0.0001312
64890	8615 2192	0.0007806
64891	2495	0.0048589
64892	348	0.006714
64893	16065	6.88e-05
64894	87515	8.4e-06
64895	35	0.0368312
64896	4266 1164	0.0002624
64897	20707 2740	4.31e-05
64898	5518 14	0.0003463
64899	118	0.0022359
64900	1391 933	0.0003878
64901	17	0.0991156
64902	90	0.0180512
64903	8645 3606	0.0007614
64904	106	0.0203896
64905	95	0.0110695
64906	19758	1.29e-05
64907	89	0.170741
64908	8657 2192	0.0005945
64909	16872 1819	0.0001386
64910	11478 7161	4.24e-05
64911	8648 462	6.75e-05
64912	17	0.0991156
64913	12295	0.0007462
64914	10369 449	2.39e-05
64915	107	0.0105398
64916	3410 89	0.0004605
64917	339	0.0080063
64918	605 23	0.0020353
64919	15300	2.23e-05
64920	3081	0.0013307
64921	2416 23	0.0002552
64922	91	0.0236403
64923	18759	0.0005301
64924	606	0.0037681
64925	7248 1119	0.0001508
64926	1985 23	0.0017968
64927	2	0.0581971
64928	2406 2376	4.1e-05
64929	18244 3731	1.69e-05
64930	32123	1.28e-05
64931	348	0.006714
64932	8	0.137973
64933	2	0.0581971
64934	3239 2103	4.47e-05
64935	515	0.0058954
64936	1515 1473	0.0004448
64937	8644 3606	0.0007282
64938	80513	1.08e-05
64939	8666 29	0.0006936
64940	47289	1.87e-05
64941	19	0.0869037
64942	29	0.191599
64943	1969 23	0.0003427
64944	35	0.0368312
64945	9374	0.0008335
64946	90	0.0180512
64947	1177 7	3.84e-05
64948	4454 1363	0.0003195
64949	5752 1685	0.0003197
64950	65254 464	6.27e-05
64951	336	0.0145691
64952	95	0.0110695
64953	1085	0.0043584
64954	27211 89	3.54e-05
64955	630 23	0.0014539
64956	1443	0.0031307
64957	75988	1.84e-05
64958	2003 545	3.92e-05
64959	100	0.0508944
64960	26	0.0073
64961	1027	0.0048896
64962	7040	0.0009375
64963	18550 5705	3.17e-05
64964	90	0.0180512
64965	1315 19	0.0002547
64966	10399 29	0.0001796
64967	40	0.0081678
64968	656	0.0022875
64969	12	0.0648527
64970	4324	0.0033697
64971	8	0.137973
64972	4087 23	0.0003417
64973	93	0.0154208
64974	0	0.0097939
64975	16	0.0909268
64976	55169 2164	3.83e-05
64977	35	0.0368312
64978	142	0.0086892
64979	90	0.0180512
64980	106	0.0203896
64981	8251 3040	0.0005725
64982	12	0.0648527
64983	11808 605	0.00113
64984	7571 7	0.0002472
64985	100	0.0508944
64986	753 93	0.0025158
64987	13426 9336	1.81e-05
64988	37807 345	0.0001622
64989	345	0.034881
64990	12637 4962	0.0002062
64991	3153	1.88e-05
64992	1	0.0266844
64993	9772	0.0005849
64994	144128	1.2e-05
64995	348	0.006714
64996	1	0.0266844
64997	91	0.0236403
64998	1	0.0266844
64999	4371 29	0.0006242
65000	539	0.0041383
65001	4661	0.0014952
65002	47109	1.75e-05
65003	2656 635	0.0001367
65004	95	0.0110695
65005	43462	1.18e-05
65006	600 9	0.0004116
65007	6274 1527	0.0003282
65008	30928 5686	0.0001166
65009	3734 345	0.0001225
65010	38	0.0296922
65011	5180	0.0009003
65012	2276 89	0.0016724
65013	1372	0.0011918
65014	138473	1.06e-05
65015	3138 29	0.0007878
65016	24	0.0499079
65017	4	0.113336
65018	23975	0.0001056
65019	4361 1980	0.0001982
65020	1849 1480	3.14e-05
65021	95	0.0110695
65022	8801 6547	2.07e-05
65023	100	0.0508944
65024	35	0.0368312
65025	10	0.028769
65026	24112 8649	5.27e-05
65027	12569 7035	7.2e-06
65028	7935 851	6.17e-05
65029	28	0.0705726
65030	28	0.0705726
65031	1083 22	0.0010389
65032	2620	0.006262
65033	3798 2263	2.76e-05
65034	29052	1.07e-05
65035	89	0.170741
65036	2694	0.0030938
65037	142	0.0086892
65038	1	0.0266844
65039	346	0.0037554
65040	5982 23	0.0006373
65041	24123 6	3.37e-05
65042	747 23	0.0019873
65043	0	0.0097939
65044	8	0.137973
65045	4	0.113336
65046	933	0.0050898
65047	4982 449	3.93e-05
65048	1855 933	0.0004885
65049	35	0.0368312
65050	1119	0.0018552
65051	16828 635	1.88e-05
65052	1987 23	0.0007784
65053	845	0.0022044
65054	106	0.0203896
65055	8	0.137973
65056	1985	0.0055809
65057	7241 606	0.0002131
65058	3027 15	0.0004159
65059	100	0.0508944
65060	8612 8601	8.59e-05
65061	90	0.0180512
65062	8626 7103	5.69e-05
65063	1634 100	0.0005909
65064	6603	0.0022847
65065	9729	0.0015748
65066	3348	0.001838
65067	8651 8646	0.0008241
65068	30474 3537	6.43e-05
65069	5371	0.0008104
65070	10768 8631	6.9e-05
65071	13	0.0805928
65072	9860	0.0008881
65073	4	0.113336
65074	626	0.0006358
65075	4728 1310	0.0001346
65076	604 11	0.0002821
65077	28	0.0705726
65078	936 705	0.00012
65079	22456 3606	2.9e-05
65080	58978	1.53e-05
65081	38	0.0296922
65082	2986 4	7.5e-05
65083	2	0.0581971
65084	89	0.170741
65085	95	0.0110695
65086	2966 2872	3.67e-05
65087	1004 9	0.0002962
65088	38	0.0296922
65089	9386 3776	0.0001561
65090	27220 5617	0.0001115
65091	10754	0.001657
65092	89	0.170741
65093	348	0.006714
65094	635	0.0047455
65095	40	0.0081678
65096	8646	0.0017832
65097	21	0.0688177
65098	100	0.0508944
65099	19031	0.0002275
65100	70252	1.25e-05
65101	4	0.113336
65102	988 652	8.23e-05
65103	32300 8016	2.65e-05
65104	91	0.0236403
65105	17	0.0991156
65106	4143	0.0009872
65107	7336 2395	0.0001938
65108	1901	0.0046992
65109	4	0.113336
65110	753 93	0.0025158
65111	4656 2495	0.0001854
65112	8031	0.0022443
65113	35	0.0368312
65114	1476 950	9.39e-05
65115	1283 131	0.0006746
65116	8836 1002	5.02e-05
65117	4780 1904	3.39e-05
65118	0	0.0097939
65119	2694 1	9.58e-05
65120	17	0.0991156
65121	95	0.0110695
65122	1310 89	0.0014153
65123	83601	2.02e-05
65124	545 29	0.0007881
65125	1685	0.0032957
65126	345	0.034881
65127	10169 17	0.0001309
65128	6141 18	0.0001798
65129	28	0.0705726
65130	12876 1175	1.89e-05
65131	6083	0.0031519
65132	9882 89	0.0001008
65133	106	0.0203896
65134	1	0.0266844
65135	1	0.0266844
65136	106	0.0203896
65137	2218	1.81e-05
65138	0	0.0097939
65139	100	0.0508944
65140	3200	0.00176
65141	4177	0.0012174
65142	9358 13	0.0001318
65143	95	0.0110695
65144	95	0.0110695
65145	8625	0.0008499
65146	46612 8670	3.98e-05
65147	5	0.123527
65148	605 89	0.0011505
65149	11491 859	0.0003462
65150	8631 91	0.0008428
65151	4485 23	0.0001195
65152	0	0.0097939
65153	14495 10465	4.39e-05
65154	8	0.137973
65155	127110	1.27e-05
65156	1898	0.0025202
65157	103	0.0137207
65158	6088 23	0.0005827
65159	142	0.0086892
65160	9474 90	0.0010332
65161	337	0.0063807
65162	4	0.113336
65163	2520 23	0.0007451
65164	15047	0.0007506
65165	2556 9	0.0002587
65166	1893	0.0025596
65167	648 14	0.0003449
65168	117	0.0041042
65169	111460	1.67e-05
65170	1145	0.0039091
65171	13426 6310	2.19e-05
65172	4	0.113336
65173	34181	1.08e-05
65174	12023 12022	0.0007026
65175	1225	0.0051101
65176	5214 3279	0.0008505
65177	3437 4	0.0003016
65178	5494 28	3.21e-05
65179	2557 12	0.0001069
65180	17	0.0991156
65181	122950 6001	3.28e-05
65182	86867	1.28e-05
65183	2072 100	0.0008725
65184	2	0.0581971
65185	9333	0.0013045
65186	4632 20	4.92e-05
65187	1090	0.0022122
65188	336	0.0145691
65189	3978 335	9.22e-05
65190	1952 6	0.0004228
65191	90	0.0180512
65192	29	0.191599
65193	5372 3606	0.0007346
65194	8630 29	0.0007803
65195	49698 7108	1.88e-05
65196	35	0.0368312
65197	10	0.028769
65198	367	0.0015641
65199	26	0.0073
65200	3310 600	6.33e-05
65201	128703	1.23e-05
65202	1449	0.0013343
65203	3348 4	0.0002953
65204	492 6	0.0003708
65205	538	0.0033303
65206	90	0.0180512
65207	5921 560	3.76e-05
65208	2656	0.0052612
65209	17	0.0991156
65210	18	0.09593
65211	17	0.0991156
65212	0	0.0097939
65213	91	0.0236403
65214	6988 23	0.0005961
65215	1820 790	2.54e-05
65216	46599	1.29e-05
65217	44935	1.23e-05
65218	1901	0.0046992
65219	358	0.0027399
65220	26	0.0073
65221	100	0.0508944
65222	945	0.0018727
65223	102875	1.08e-05
65224	97	0.0021158
65225	38346 4811	3.18e-05
65226	15392	0.0004342
65227	8645 9	0.0003416
65228	13	0.0805928
65229	19	0.0869037
65230	1360 89	0.0009272
65231	10791 348	0.0017451
65232	8	0.137973
65233	14374 14371	4.39e-05
65234	4001 106	0.0002602
65235	35	0.0368312
65236	2043 4	0.000141
65237	124934	1e-05
65238	93	0.0154208
65239	2953	0.0011841
65240	8	0.137973
65241	21307 14894	1.45e-05
65242	2687 1527	3.99e-05
65243	142	0.0086892
65244	10747 2027	3.75e-05
65245	90	0.0180512
65246	5371	0.0008104
65247	86389 8646	2.29e-05
65248	17864 8118	3.33e-05
65249	346	0.0037554
65250	1085 100	0.0007672
65251	20310	1.23e-05
65252	95	0.0110695
65253	11606 89	0.0007179
65254	1502 392	0.0002163
65255	1597	0.004081
65256	90	0.0180512
65257	13	0.0805928
65258	118076	1.09e-05
65259	6713 2040	3.24e-05
65260	7118 859	0.000255
65261	6097 1337	2.66e-05
65262	8	0.137973
65263	5247	1.08e-05
65264	97227	2.58e-05
65265	1347 8	0.0006654
65266	8	0.137973
65267	10714	0.0013309
65268	106273	1.45e-05
65269	1261	1.99e-05
65270	31337 8630	5.4e-05
65271	623 7	0.0004265
65272	1065 7	0.0005473
65273	4505 31	5.58e-05
65274	3348	0.001838
65275	38	0.0296922
65276	95	0.0110695
65277	8634 2461	2.09e-05
65278	4	0.113336
65279	8258 2827	5.4e-05
65280	4175 444	4.53e-05
65281	9333	0.0013045
65282	3034 604	3.27e-05
65283	560	0.0020447
65284	14605	0.0001806
65285	26413	0.0005723
65286	3363 89	0.0003585
65287	814 23	0.0017584
65288	4536 810	6.7e-05
65289	18	0.09593
65290	106	0.0203896
65291	46572 1540	0.0001093
65292	2	0.0581971
65293	17875	0.0005936
65294	142	0.0086892
65295	6881	0.0004197
65296	10	0.028769
65297	26	0.0073
65298	5647 630	7.42e-05
65299	8612 3606	0.0007214
65300	337	0.0063807
65301	2192 29	0.0013748
65302	451 28	0.0001849
65303	5531 89	8.93e-05
65304	35	0.0368312
65305	12	0.0648527
65306	345	0.034881
65307	19758	1.29e-05
65308	2656	0.0052612
65309	28	0.0705726
65310	630 5	0.00077
65311	2	0.0581971
65312	1475 810	6.35e-05
65313	35	0.0368312
65314	3805 2006	0.000189
65315	2	0.0581971
65316	6653	0.0023096
65317	7358 1122	0.0007156
65318	1650 9	6.64e-05
65319	35	0.0368312
65320	125510	1.02e-05
65321	2006	0.0054106
65322	17453 810	3.92e-05
65323	9981	0.0014516
65324	5	0.123527
65325	3119 12	0.0001895
65326	95	0.0110695
65327	45399	1.86e-05
65328	2528 19	0.0001521
65329	2656 545	0.0001252
65330	7787 3105	3.16e-05
65331	18307 15911	4.91e-05
65332	1303 23	0.0013866
65333	8176	0.0005835
65334	4958	0.0016503
65335	26026	0.0002002
65336	8	0.137973
65337	11559 1634	7.44e-05
65338	1913 23	0.0003451
65339	345	0.034881
65340	35	0.0368312
65341	1985	0.0055809
65342	166	0.0004559
65343	3228	0.0019966
65344	4575 89	0.0006199
65345	35	0.0368312
65346	7097 3606	0.0008045
65347	107	0.0105398
65348	44721	1.08e-05
65349	2	0.0581971
65350	4	0.113336
65351	753	0.0037139
65352	8663	0.0019597
65353	113	0.0071253
65354	10116	0.001244
65355	5926	0.0024992
65356	6310 1347	4.99e-05
65357	100	0.0508944
65358	6262	0.0006272
65359	3	0.0948589
65360	18328 3954	0.0001155
65361	5524 3197	4.56e-05
65362	11138 7142	5.98e-05
65363	10464 1212	4.02e-05
65364	8290	0.0026558
65365	1597 5	0.0005349
65366	89	0.170741
65367	95	0.0110695
65368	6759	0.0021821
65369	8643 8619	0.0008165
65370	106	0.0203896
65371	42689 7085	1.48e-05
65372	9435 5525	0.0011071
65373	35	0.0368312
65374	20	0.0851688
65375	336	0.0145691
65376	4	0.113336
65377	367	0.0015641
65378	3572 3080	0.0002282
65379	90	0.0180512
65380	6725 1722	2.51e-05
65381	8	0.137973
65382	89	0.170741
65383	20295	0.0002332
65384	4892 1980	8.41e-05
65385	9512	0.0006162
65386	816	0.0022811
65387	6907 6310	0.0001088
65388	100	0.0508944
65389	8	0.137973
65390	5898 2395	1.81e-05
65391	438 9	0.0003299
65392	106	0.0203896
65393	950 345	0.0007118
65394	93	0.0154208
65395	1567 937	0.0001749
65396	12	0.0648527
65397	3192	0.0045015
65398	1820	0.0032862
65399	580 6	0.0005348
65400	945	0.0018727
65401	4	0.113336
65402	1540	0.0050845
65403	89	0.170741
65404	881	0.0024725
65405	71339	1.42e-05
65406	90	0.0180512
65407	2094	0.0018301
65408	56019	1.34e-05
65409	16107 89	0.0003256
65410	50765 630	4.9e-05
65411	18	0.09593
65412	1176 6	0.000183
65413	2656 939	0.000167
65414	616 610	0.0003531
65415	2006	0.0054106
65416	3995 89	0.0004684
65417	11623 23	0.0001214
65418	113093	1.18e-05
65419	79164 4669	1.53e-05
65420	29	0.191599
65421	345	0.034881
65422	1310 5	0.0006711
65423	50457	2.01e-05
65424	1985	0.0055809
65425	1310	0.0047753
65426	19975 4	8.03e-05
65427	13035 19	2.84e-05
65428	28	0.0705726
65429	1268	0.00545
65430	1538 89	0.0016156
65431	5518 23	0.0014654
65432	1	0.0266844
65433	35	0.0368312
65434	98538	1.24e-05
65435	345	0.034881
65436	22950 3489	1.59e-05
65437	727	0.0018626
65438	28881	1.31e-05
65439	10	0.028769
65440	515	0.0058954
65441	2653	0.0013906
65442	1473 89	0.0009152
65443	0	0.0097939
65444	1722 7	0.0005898
65445	90	0.0180512
65446	8613 7088	3.71e-05
65447	7808	0.0023745
65448	8031	0.0022443
65449	4073 23	0.0012817
65450	90	0.0180512
65451	1643	0.0027999
65452	23257 1310	1.86e-05
65453	14155	7.18e-05
65454	5744 16	0.0003394
65455	86453	1.7e-05
65456	165	0.0020291
65457	515 15	0.0008245
65458	9509 4454	6.02e-05
65459	1515 29	0.0007743
65460	8	0.137973
65461	35	0.0368312
65462	706	0.0016174
65463	337	0.0063807
65464	933	0.0050898
65465	40	0.0081678
65466	747 600	0.0001211
65467	9444 8666	0.0001483
65468	35637 25766	6.83e-05
65469	2495	0.0048589
65470	34520	1.03e-05
65471	2413	0.0019633
65472	3972	0.0012701
65473	1134	0.0026285
65474	1527 1363	4.72e-05
65475	38	0.0296922
65476	93	0.0154208
65477	42	0.0085986
65478	348	0.006714
65479	6603 6	0.0003011
65480	1634 6	0.0007022
65481	1342 0	4.02e-05
65482	1685	0.0032957
65483	630	0.0045248
65484	4	0.113336
65485	5434 29	0.0007408
65486	95	0.0110695
65487	5679	0.002403
65488	337	0.0063807
65489	13216 1893	2.28e-05
65490	93	0.0154208
65491	4728 2757	7.31e-05
65492	12405	0.0006035
65493	89	0.170741
65494	28	0.0705726
65495	6918 23	0.0014389
65496	3	0.0948589
65497	100707 4589	2.16e-05
65498	63325 8617	2.67e-05
65499	7808	0.0023745
65500	6207	0.001859
65501	3197 3	0.0002817
65502	115237	1.96e-05
65503	8	0.137973
65504	76882	1.44e-05
65505	3676 6	0.00053
65506	89	0.170741
65507	126973	1.59e-05
65508	1175 23	0.0017204
65509	931 29	0.0006492
65510	4148 23	0.0004123
65511	747 23	0.0019873
65512	8636 5452	0.0008192
65513	44935	1.23e-05
65514	5698 90	2.57e-05
65515	95	0.0110695
65516	1268	0.00545
65517	90	0.0180512
65518	35	0.0368312
65519	108086	1.81e-05
65520	5013 89	0.0003042
65521	2477 5	4.99e-05
65522	11812	0.0005388
65523	9532 2656	0.0003354
65524	11728 11727	0.0001403
65525	2	0.0581971
65526	40	0.0081678
65527	3192	0.0045015
65528	38	0.0296922
65529	3080	0.0051973
65530	24	0.0499079
65531	100	0.0508944
65532	580	0.004175
65533	3068 2656	6.44e-05
65534	4447 5	9.04e-05
65535	5	0.123527
65536	2771	0.0019032
65537	2257 1515	0.0003899
65538	28	0.0705726
65539	14002 7085	5.55e-05
65540	2966 2948	0.000122
65541	46777	1.53e-05
65542	8664 8606	0.00032
65543	3068 5	0.0004041
65544	11246	0.0028992
65545	742 93	0.0005937
65546	107	0.0105398
65547	515	0.0058954
65548	66464	1.51e-05
65549	1080	0.0042075
65550	3228 19	0.0001789
65551	93	0.0154208
65552	74946	1.52e-05
65553	1783	0.0016175
65554	2053	0.0017496
65555	2289 2012	4.69e-05
65556	87817	1.16e-05
65557	33	0.034613
65558	90	0.0180512
65559	95	0.0110695
65560	43445 19716	0.0001825
65561	515 359	2.27e-05
65562	1095	0.0024956
65563	7468 28	3.41e-05
65564	21	0.0688177
65565	25449	8.45e-05
65566	2501 4	5.19e-05
65567	5	0.123527
65568	3156 23	0.0013337
65569	5647 558	5.18e-05
65570	97	0.0021158
65571	29	0.191599
65572	81104	1.24e-05
65573	1643	0.0027999
65574	3677 3025	0.0003958
65575	63913	1.7e-05
65576	8	0.137973
65577	38	0.0296922
65578	5518 5	0.0005041
65579	26	0.0073
65580	93	0.0154208
65581	9055 3105	3.81e-05
65582	8255	0.0001304
65583	7116	0.0007573
65584	111460	1.67e-05
65585	89	0.170741
65586	142	0.0086892
65587	2	0.0581971
65588	4442	0.0042939
65589	9	0.131031
65590	135	0.0026737
65591	44617	6.05e-05
65592	4331 23	7.56e-05
65593	17	0.0991156
65594	12045 2	4e-05
65595	13	0.0805928
65596	1898	0.0025202
65597	1985	0.0055809
65598	1	0.0266844
65599	40	0.0081678
65600	55565 662	1.54e-05
65601	5155 1690	0.0001586
65602	4	0.113336
65603	336	0.0145691
65604	83964	1.11e-05
65605	929	0.0024936
65606	6186	0.0005803
65607	10754 1617	9.89e-05
65608	78412	1.7e-05
65609	107	0.0105398
65610	4685 16	0.0001911
65611	33	0.034613
65612	1896 16	0.0001136
65613	90	0.0180512
65614	33629 2390	2.52e-05
65615	2012 5	0.0005038
65616	8	0.137973
65617	7085	0.0009996
65618	8545 6037	3.1e-05
65619	90	0.0180512
65620	38	0.0296922
65621	3561 14	0.0001483
65622	1363 3	0.0004368
65623	4454 1632	9.15e-05
65624	4008 928	1.7e-05
65625	3918 23	0.0005044
65626	12550 75	0.0005918
65627	377	0.0007803
65628	345	0.034881
65629	19	0.0869037
65630	342	0.0041123
65631	106282	1.27e-05
65632	0	0.0097939
65633	35	0.0368312
65634	6265 2212	2.66e-05
65635	1271	0.0006638
65636	8630 6598	8.73e-05
65637	67283	1.74e-05
65638	2395 410	0.0001587
65639	3038 2281	0.0001637
65640	15869 705	0.0001105
65641	2331	0.0008284
65642	4703	0.0006638
65643	944	0.0022322
65644	605 17	0.0004753
65645	11812 562	1.86e-05
65646	18289 4078	0.0001284
65647	38	0.0296922
65648	107	0.0105398
65649	95	0.0110695
65650	17	0.0991156
65651	5494 468	0.0008515
65652	18	0.09593
65653	8031	0.0022443
65654	35	0.0368312
65655	1527 11	0.0003246
65656	3076 23	0.0016273
65657	89	0.170741
65658	100	0.0508944
65659	35	0.0368312
65660	102	0.0058842
65661	5525 16	0.0006178
65662	2	0.0581971
65663	654	0.0039179
65664	107	0.0105398
65665	75127 606	1.12e-05
65666	53866	1.6e-05
65667	3713	0.0011645
65668	2390 810	0.0001366
65669	657 23	0.0018248
65670	21	0.0688177
65671	35	0.0368312
65672	57848 41007	1.04e-05
65673	5	0.123527
65674	1363	0.0039114
65675	29	0.191599
65676	3978	0.0026915
65677	8653 2776	0.0007652
65678	622 5	0.0001993
65679	95	0.0110695
65680	19	0.0869037
65681	5970	0.0013432
65682	8621 4815	0.0008084
65683	1289 23	0.000583
65684	103	0.0137207
65685	4417 23	0.0001358
65686	339	0.0080063
65687	12306 6	6.85e-05
65688	128673 103	2.11e-05
65689	7922 29	0.0004858
65690	8290 23	0.0025095
65691	1002	0.0048795
65692	345	0.034881
65693	4011	0.002387
65694	103	0.0137207
65695	23739 522	2.47e-05
65696	6383	0.0014227
65697	35	0.0368312
65698	1985	0.0055809
65699	515	0.0058954
65700	90	0.0180512
65701	6474 3908	4.21e-05
65702	5013 600	2.77e-05
65703	6471	0.0025535
65704	2066 8	0.0006505
65705	33	0.034613
65706	1402 23	0.0020118
65707	348	0.006714
65708	29052	1.07e-05
65709	635	0.0047455
65710	89	0.170741
65711	47170	1.17e-05
65712	93	0.0154208
65713	6	0.12844
65714	84586 17482	1.8e-05
65715	1772	0.0027144
65716	89	0.170741
65717	93	0.0154208
65718	95	0.0110695
65719	13	0.0805928
65720	5412 4955	4.12e-05
65721	7426 89	0.0001566
65722	2620	0.006262
65723	29637 611	2.7e-05
65724	1077 89	0.0013443
65725	89	0.170741
65726	1985	0.0055809
65727	72295	1.32e-05
65728	0	0.0097939
65729	45516	3.22e-05
65730	17956 23	4.77e-05
65731	2	0.0581971
65732	828	0.0021718
65733	8686 906	2.78e-05
65734	1145	0.0039091
65735	9	0.131031
65736	2980 23	0.0005127
65737	90	0.0180512
65738	14508 28	0.0001888
65739	11492 3646	8.89e-05
65740	8	0.137973
65741	6	0.12844
65742	32183	1.36e-05
65743	2439	0.0041187
65744	106	0.0203896
65745	4314 23	0.0001607
65746	35	0.0368312
65747	81970	1.39e-05
65748	89	0.170741
65749	337	0.0063807
65750	0	0.0097939
65751	1643 490	0.000134
65752	810	0.0042889
65753	348	0.006714
65754	8	0.137973
65755	654 96	7.04e-05
65756	345	0.034881
65757	2862	0.00065
65758	89	0.170741
65759	18	0.09593
65760	17	0.0991156
65761	95	0.0110695
65762	600 5	0.000558
65763	8	0.137973
65764	10751 7	0.0001381
65765	3917 939	3.81e-05
65766	814 23	0.0017584
65767	90	0.0180512
65768	92932	1.17e-05
65769	18891 6653	0.0001758
65770	154899	1.35e-05
65771	17	0.0991156
65772	20852	0.0002986
65773	2785 1475	3.21e-05
65774	83593	2.63e-05
65775	35	0.0368312
65776	172529	8.3e-06
65777	13	0.0805928
65778	4558 4148	3.16e-05
65779	91	0.0236403
65780	17	0.0991156
65781	0	0.0097939
65782	430	0.005074
65783	2501 4	5.19e-05
65784	339	0.0080063
65785	88396	1.49e-05
65786	90	0.0180512
65787	17	0.0991156
65788	858	0.0023757
65789	91	0.0236403
65790	2771 2380	2.91e-05
65791	346	0.0037554
65792	1277 4	0.0003185
65793	2	0.0581971
65794	536	0.0023833
65795	35	0.0368312
65796	2765 23	0.0008392
65797	1548	0.004679
65798	95	0.0110695
65799	142	0.0086892
